Material	Upstream Material	Zone	Year	Intensity [upstream/unit]
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	PM10 [tonne]	USA	2015	0.0000005
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	PM2.5 [tonne]	USA	2015	0.00000045
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	SOx [tonne]	USA	2015	0.00001166
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	CH4 [tonne]	USA	2015	0.00022
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	N2O [tonne]	USA	2015	0.00000142
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	BC [tonne]	USA	2015	0.00000015
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	POC [tonne]	USA	2015	0.00000015
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	GHG-100 [tonne]	USA	2015	0.01378
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	Water Total [gal]	USA	2015	-3.1876024
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	Fossil Fuel [MJ]	USA	2015	-1168
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	Petroleum Fuel [MJ]	USA	2015	-4.309
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	Natural Gas Fuel [MJ]	USA	2015	-1162
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	Coal Fuel [MJ]	USA	2015	-1.912
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	Non Fossil Fuel [MJ]	USA	2015	-0.70156
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	Nuclear [MJ]	USA	2015	0.40982
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	Renewable [MJ]	USA	2015	-0.29174
Natural Gas (Commercial) (Stationary Fuel) [MMBtu]	Biomass [MJ]	USA	2015	-0.03369
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	CO2 Total [tonne]	USA	2015	0.00669
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	CO2 [tonne]	USA	2015	0.00669
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	CO2_Biogenic [tonne]	USA	2015	0
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	VOC [tonne]	USA	2015	0.00001034
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	CO [tonne]	USA	2015	0.00003215
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	NOx [tonne]	USA	2015	0.00004032
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	PM10 [tonne]	USA	2015	0.0000005
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	PM2.5 [tonne]	USA	2015	0.00000045
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	SOx [tonne]	USA	2015	0.00001166
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	CH4 [tonne]	USA	2015	0.00022
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	N2O [tonne]	USA	2015	0.00000142
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	BC [tonne]	USA	2015	0.00000015
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	POC [tonne]	USA	2015	0.00000015
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	GHG-100 [tonne]	USA	2015	0.01378
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	Water Total [gal]	USA	2015	-3.1876024
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	Fossil Fuel [MJ]	USA	2015	-1168
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	Petroleum Fuel [MJ]	USA	2015	-4.309
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	Natural Gas Fuel [MJ]	USA	2015	-1162
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	Coal Fuel [MJ]	USA	2015	-1.912
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	Non Fossil Fuel [MJ]	USA	2015	-0.70156
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	Nuclear [MJ]	USA	2015	0.40982
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	Renewable [MJ]	USA	2015	-0.29174
Natural Gas (Industrial) (Stationary Fuel) [MMBtu]	Biomass [MJ]	USA	2015	-0.03369
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	CO2 Total [tonne]	USA	2015	0.00515
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	CO2 [tonne]	USA	2015	0.00516
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	CO2_Biogenic [tonne]	USA	2015	0
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	VOC [tonne]	USA	2015	0.00000701
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	CO [tonne]	USA	2015	0.00001512
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	NOx [tonne]	USA	2015	0.00002015
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	PM10 [tonne]	USA	2015	0.00000045
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	PM2.5 [tonne]	USA	2015	0.0000004
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	SOx [tonne]	USA	2015	0.00001123
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	CH4 [tonne]	USA	2015	0.00017
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	N2O [tonne]	USA	2015	0.00000024
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	BC [tonne]	USA	2015	0.00000014
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	POC [tonne]	USA	2015	0.00000014
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	GHG-100 [tonne]	USA	2015	0.01024
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	Water Total [gal]	USA	2015	-3.0204819
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	Fossil Fuel [MJ]	USA	2015	-1138
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	Petroleum Fuel [MJ]	USA	2015	-4.181
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	Natural Gas Fuel [MJ]	USA	2015	-1133
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	Coal Fuel [MJ]	USA	2015	-1.359
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	Non Fossil Fuel [MJ]	USA	2015	-0.49907
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	Nuclear [MJ]	USA	2015	0.29156
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	Renewable [MJ]	USA	2015	-0.20751
Natural Gas (Industrial) (Central H2 Production) [MMBtu]	Biomass [MJ]	USA	2015	-0.02396
Diesel [gal]	CO2 Total [tonne]	USA	2015	0.00182
Diesel [gal]	CO2 [tonne]	USA	2015	0.00182
Diesel [gal]	CO2_Biogenic [tonne]	USA	2015	0
Diesel [gal]	VOC [tonne]	USA	2015	0.00000104
Diesel [gal]	CO [tonne]	USA	2015	0.00000182
Diesel [gal]	NOx [tonne]	USA	2015	0.00000404
Diesel [gal]	PM10 [tonne]	USA	2015	0.00000028
Diesel [gal]	PM2.5 [tonne]	USA	2015	0.00000022
Diesel [gal]	SOx [tonne]	USA	2015	0.00000215
Diesel [gal]	CH4 [tonne]	USA	2015	0.00002185
Diesel [gal]	N2O [tonne]	USA	2015	3.26E-008
Diesel [gal]	BC [tonne]	USA	2015	3.75E-008
Diesel [gal]	POC [tonne]	USA	2015	6.80E-008
Diesel [gal]	GHG-100 [tonne]	USA	2015	0.00249
Diesel [gal]	Water Total [gal]	USA	2015	-2.9232719
Diesel [gal]	Fossil Fuel [MJ]	USA	2015	-163
Diesel [gal]	Petroleum Fuel [MJ]	USA	2015	-143
Diesel [gal]	Natural Gas Fuel [MJ]	USA	2015	-18
Diesel [gal]	Coal Fuel [MJ]	USA	2015	-2.043
Diesel [gal]	Non Fossil Fuel [MJ]	USA	2015	-0.76697
Diesel [gal]	Nuclear [MJ]	USA	2015	0.45064
Diesel [gal]	Renewable [MJ]	USA	2015	-0.31634
Diesel [gal]	Biomass [MJ]	USA	2015	-0.03704
Coal [MMBtu]	CO2 Total [tonne]	USA	2015	0.00157
Coal [MMBtu]	CO2 [tonne]	USA	2015	0.00157
Coal [MMBtu]	CO2_Biogenic [tonne]	USA	2015	0
Coal [MMBtu]	VOC [tonne]	USA	2015	0.00000745
Coal [MMBtu]	CO [tonne]	USA	2015	0.00000271
Coal [MMBtu]	NOx [tonne]	USA	2015	0.00001222
Coal [MMBtu]	PM10 [tonne]	USA	2015	0.00000877
Coal [MMBtu]	PM2.5 [tonne]	USA	2015	0.00000142
Coal [MMBtu]	SOx [tonne]	USA	2015	0.00000692
Coal [MMBtu]	CH4 [tonne]	USA	2015	0.00015
Coal [MMBtu]	N2O [tonne]	USA	2015	2.99E-008
Coal [MMBtu]	BC [tonne]	USA	2015	8.57E-008
Coal [MMBtu]	POC [tonne]	USA	2015	0.00000024
Coal [MMBtu]	GHG-100 [tonne]	USA	2015	0.00606
Coal [MMBtu]	Water Total [gal]	USA	2015	-3.8919827
Coal [MMBtu]	Fossil Fuel [MJ]	USA	2015	-1076
Coal [MMBtu]	Petroleum Fuel [MJ]	USA	2015	-15
Coal [MMBtu]	Natural Gas Fuel [MJ]	USA	2015	-3.441
Coal [MMBtu]	Coal Fuel [MJ]	USA	2015	-1058
Coal [MMBtu]	Non Fossil Fuel [MJ]	USA	2015	-0.82906
Coal [MMBtu]	Nuclear [MJ]	USA	2015	0.48448
Coal [MMBtu]	Renewable [MJ]	USA	2015	-0.34458
Coal [MMBtu]	Biomass [MJ]	USA	2015	-0.03982
Biomass [ton]	CO2 Total [tonne]	USA	2015	0.10348
Biomass [ton]	CO2 [tonne]	USA	2015	0.10352
Biomass [ton]	CO2_Biogenic [tonne]	USA	2015	-0.00004
Biomass [ton]	VOC [tonne]	USA	2015	0.00004932
Biomass [ton]	CO [tonne]	USA	2015	0.00019
Biomass [ton]	NOx [tonne]	USA	2015	0.00046
Biomass [ton]	PM10 [tonne]	USA	2015	0.00002381
Biomass [ton]	PM2.5 [tonne]	USA	2015	0.00001988
Biomass [ton]	SOx [tonne]	USA	2015	0.0000915
Biomass [ton]	CH4 [tonne]	USA	2015	0.0002
Biomass [ton]	N2O [tonne]	USA	2015	0.00005198
Biomass [ton]	BC [tonne]	USA	2015	0.00001079
Biomass [ton]	POC [tonne]	USA	2015	0.0000039
Biomass [ton]	GHG-100 [tonne]	USA	2015	0.12383
Biomass [ton]	Water Total [gal]	USA	2015	-544.19432
Biomass [ton]	Fossil Fuel [MJ]	USA	2015	-1375
Biomass [ton]	Petroleum Fuel [MJ]	USA	2015	-1091
Biomass [ton]	Natural Gas Fuel [MJ]	USA	2015	-260
Biomass [ton]	Coal Fuel [MJ]	USA	2015	-24
Biomass [ton]	Non Fossil Fuel [MJ]	USA	2015	-16815
Biomass [ton]	Nuclear [MJ]	USA	2015	5.297
Biomass [ton]	Renewable [MJ]	USA	2015	-16810
Biomass [ton]	Biomass [MJ]	USA	2015	-16806
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2015	0.00042356
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-ExCA	2015	0.00043418
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2015	-8.47E-006
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-ExCA	2015	4.87E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-ExCA	2015	1.65E-007
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-ExCA	2015	2.92E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-ExCA	2015	5.63E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2015	2.43E-008
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-ExCA	2015	7.21E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-ExCA	2015	0.00000086
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-ExCA	2015	6.83E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-ExCA	2015	2.14E-009
Electricity (Commercial) [kWh]	POC [tonne]	WECC-ExCA	2015	5.00E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2015	0.00045729
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-ExCA	2015	-1.2518149
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2015	-5.5381838
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2015	-0.0711303
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2015	-2.6942526
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2015	-2.8260576
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2015	-1.6711184
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-ExCA	2015	-0.322408
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-ExCA	2015	-1.3486889
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-ExCA	2015	-0.0909305
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2020	0.00032458
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-ExCA	2020	0.00032927
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2020	-2.37E-006
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-ExCA	2020	3.24E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-ExCA	2020	8.60E-008
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-ExCA	2020	1.40E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-ExCA	2020	2.86E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2020	8.87E-009
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-ExCA	2020	4.22E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-ExCA	2020	6.14E-007
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-ExCA	2020	5.00E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-ExCA	2020	7.53E-010
Electricity (Commercial) [kWh]	POC [tonne]	WECC-ExCA	2020	2.15E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2020	0.00034883
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-ExCA	2020	-1.5175473
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2020	-4.0892539
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2020	-0.0620128
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2020	-1.5966288
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2020	-2.430832
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2020	-2.1383167
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-ExCA	2020	-0.3081407
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-ExCA	2020	-1.8301581
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-ExCA	2020	-0.0255402
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2025	0.00025027
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-ExCA	2025	0.00025586
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2025	-1.95E-006
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-ExCA	2025	2.47E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-ExCA	2025	6.48E-008
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-ExCA	2025	1.03E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-ExCA	2025	2.23E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2025	6.79E-009
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-ExCA	2025	3.29E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-ExCA	2025	4.70E-007
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-ExCA	2025	3.87E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-ExCA	2025	5.71E-010
Electricity (Commercial) [kWh]	POC [tonne]	WECC-ExCA	2025	1.57E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2025	0.0002707
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-ExCA	2025	-1.4851113
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2025	-3.1370975
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2025	-0.0498403
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2025	-1.1923612
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2025	-1.8947797
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2025	-2.5422238
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-ExCA	2025	-0.2576534
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-ExCA	2025	-2.2846087
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-ExCA	2025	-0.0210443
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2030	0.00024394
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-ExCA	2030	0.00025533
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2030	-6.41E-006
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-ExCA	2030	2.48E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-ExCA	2030	7.99E-008
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-ExCA	2030	1.04E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-ExCA	2030	2.59E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2030	7.88E-009
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-ExCA	2030	3.15E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-ExCA	2030	4.65E-007
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-ExCA	2030	3.82E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-ExCA	2030	7.53E-010
Electricity (Commercial) [kWh]	POC [tonne]	WECC-ExCA	2030	1.94E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2030	0.00026555
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-ExCA	2030	-1.4923352
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2030	-3.0908357
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2030	-0.0484362
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2030	-1.2443077
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2030	-1.7981999
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2030	-2.5884481
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-ExCA	2030	-0.2097716
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-ExCA	2030	-2.378679
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-ExCA	2030	-0.0689823
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2035	0.00023656
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-ExCA	2035	0.00024901
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2035	-6.41E-006
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-ExCA	2035	2.41E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-ExCA	2035	7.92E-008
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-ExCA	2035	1.01E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-ExCA	2035	2.51E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2035	7.63E-009
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-ExCA	2035	3.03E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-ExCA	2035	4.54E-007
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-ExCA	2035	3.70E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-ExCA	2035	7.39E-010
Electricity (Commercial) [kWh]	POC [tonne]	WECC-ExCA	2035	1.85E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2035	0.00025883
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-ExCA	2035	-1.4842463
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2035	-3.0112644
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2035	-0.0472396
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2035	-1.2412857
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2035	-1.7227496
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2035	-2.6179055
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-ExCA	2035	-0.2061244
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-ExCA	2035	-2.4117981
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-ExCA	2035	-0.0689779
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2045	0.00023251
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-ExCA	2045	0.00024574
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2045	-6.41E-006
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-ExCA	2045	2.41E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-ExCA	2045	8.13E-008
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-ExCA	2045	9.99E-008
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-ExCA	2045	2.44E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2045	7.52E-009
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-ExCA	2045	2.90E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-ExCA	2045	4.54E-007
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-ExCA	2045	3.63E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-ExCA	2045	7.46E-010
Electricity (Commercial) [kWh]	POC [tonne]	WECC-ExCA	2045	1.86E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2045	0.0002555
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-ExCA	2045	-1.4399438
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2045	-2.9930726
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2045	-0.0451543
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2045	-1.3039813
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2045	-1.6439916
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2045	-2.6155452
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-ExCA	2045	-0.2012904
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-ExCA	2045	-2.4142662
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-ExCA	2045	-0.0689919
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2050	0.00023465
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-ExCA	2050	0.00024891
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2050	-7.10E-006
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-ExCA	2050	2.50E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-ExCA	2050	8.84E-008
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-ExCA	2050	1.05E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-ExCA	2050	2.48E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2050	7.81E-009
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-ExCA	2050	2.83E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-ExCA	2050	4.67E-007
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-ExCA	2050	3.66E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-ExCA	2050	8.04E-010
Electricity (Commercial) [kWh]	POC [tonne]	WECC-ExCA	2050	2.00E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2050	0.00025842
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-ExCA	2050	-1.4244957
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2050	-3.0663041
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2050	-0.0448782
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2050	-1.4294697
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2050	-1.5920496
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2050	-2.5766906
