Technology	Year	Nameplate Capacity [kg/yr]	Production?	Lifetime [yr]	Scaling Exponent	Capital Cost [$]	Capital Cost [$/km]	Fixed Operating Cost [$/yr]	Fixed Operating Cost [$/km/yr]	Variable Operating Cost [$/kg]	Variable Operating Cost [$/km/kg]	Maximum Utilization [kg/kg]	Storage [kg]
GH2 1000bar Pipeline Compressor	2005	89543.02433	No	20	0.6	186386.403	0	10743.02825	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	98497.32676	No	20	0.6	189924.1786	0	11040.3003	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	108347.0594	No	20	0.6	193750.4499	0	11357.69932	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	119181.7654	No	20	0.6	197888.7431	0	11696.76739	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	131099.9419	No	20	0.6	202364.5025	0	12059.16996	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	144209.9361	No	20	0.6	207205.2476	0	12446.7058	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	158630.9297	No	20	0.6	212440.742	0	12861.31792	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	174494.0227	No	20	0.6	218103.1765	0	13305.10514	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	191943.425	No	20	0.6	224227.3666	0	13780.33485	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	211137.7675	No	20	0.6	230850.9675	0	14289.45662	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	232251.5442	No	20	0.6	238014.7045	0	14835.11703	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	255476.6986	No	20	0.6	245762.6243	0	15420.17564	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	281024.3685	No	20	0.6	254142.3655	0	16047.72231	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	309126.8053	No	20	0.6	263205.4512	0	16721.09591	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	340039.4859	No	20	0.6	273007.6062	0	17443.90454	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	374043.4344	No	20	0.6	283609.0998	0	18220.04743	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	411447.7779	No	20	0.6	295075.1156	0	19053.73858	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	452592.5557	No	20	0.6	307476.1531	0	19949.5324	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	497851.8112	No	20	0.6	320888.4607	0	20912.35132	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	547636.9924	No	20	0.6	335394.5046	0	21947.5158	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	602400.6916	No	20	0.6	351083.4759	0	23060.77663	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	662640.7608	No	20	0.6	368051.8393	0	24258.35	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	728904.8369	No	20	0.6	386403.9254	0	25546.95533	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	801795.3205	No	20	0.6	406252.573	0	26933.85621	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	881974.8526	No	20	0.6	427719.8225	0	28426.90473	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	970172.3378	No	20	0.6	450937.6665	0	30034.58933	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	1115698.189	No	20	0.6	488450.8701	0	32618.73855	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	1227268.007	No	20	0.601205816	516621.162	0	34549.95772	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	1349994.808	No	20	0.613653241	547088.6626	0	36630.9317	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	1484994.289	No	20	0.625629832	580040.7032	0	38873.68618	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	1633493.718	No	20	0.637127126	615679.8908	0	41291.22298	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	1796843.09	No	20	0.648140143	654225.355	0	43897.5996	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	1976527.399	No	20	0.658667161	695914.0945	0	46708.01518	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	2174180.138	No	20	0.668709454	741002.4345	0	49738.90346	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	2391598.152	No	20	0.678271018	789767.6032	0	53008.03338	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	2630757.967	No	20	0.687358285	842509.4356	0	56534.61781	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	2893833.764	No	20	0.695979833	899552.2175	0	60339.43119	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	3183217.141	No	20	0.704146093	961246.6795	0	64444.93677	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	3501538.855	No	20	0.711869072	1027972.153	0	68875.42415	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	3851692.74	No	20	0.719162084	1100138.903	0	73657.15811	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	4236862.014	No	20	1	1178190.651	0	78818.53956	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	4660548.216	No	20	0.788233204	4121185.068	0	266701.7321	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	5126603.037	No	20	0.790656179	4442722.696	0	287400.8626	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	5639263.341	No	20	0.792914271	4790453.058	0	309775.1267	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	6203189.675	No	20	0.795014732	5166511.966	0	333960.8521	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	6823508.643	No	20	0.796964361	5573207.772	0	360105.373	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	7505859.507	No	20	0.798769515	6013034.961	0	388367.8975	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	8256445.457	No	20	0.800436121	6488688.774	0	418920.44	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	9082090.003	No	20	0.801969688	7003080.915	0	451948.8235	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	9990299.004	No	20	0.803375327	7559356.429	0	487653.7553	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	10989328.9	No	20	0.804657761	8160911.817	0	526251.9832	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	12088261.79	No	20	0.805821344	8811414.479	0	567977.5349	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	13297087.97	No	20	0.806870083	9514823.568	0	613083.0489	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	14626796.77	No	20	0.807807647	10275412.35	0	661841.1995	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	16089476.45	No	20	0.808637393	11097792.15	0	714546.2253	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	17698424.09	No	20	0.809362378	11986938.01	0	771515.5655	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	19468266.5	No	20	0.809985381	12948216.18	0	833091.6107	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	21415093.15	No	20	0.810508918	13987413.43	0	899643.5771	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	23556602.47	No	20	0.810935262	15110768.49	0	971569.5088	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	25912262.71	No	20	0.811266458	16325005.64	0	1049298.419	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	28503488.99	No	20	0.811504343	17637370.46	0	1133292.573	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	31353837.88	No	20	0.811650561	19055668.14	0	1224049.93	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	34489221.67	No	20	0.811706577	20588304.22	0	1322106.742	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	37938143.84	No	20	0.811673702	22244328.08	0	1428040.327	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	41731958.22	No	20	0.811553098	24033479.19	0	1542472.019	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	45905154.05	No	20	0.811345802	25966236.46	0	1666070.316	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	50495669.45	No	20	0.811052737	28053870.57	0	1799554.217	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	55545236.4	No	20	0.810674729	30308499.74	0	1943696.779	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	61099760.04	No	20	0.810212521	32743148.92	0	2099328.891	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	67209736.04	No	20	0.809666787	35371812.57	0	2267343.282	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	73930709.64	No	20	0.809038149	38209521.37	0	2448698.771	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	81323780.61	No	20	0.808327186	41272412.82	0	2644424.771	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	89456158.67	No	20	0.807534451	44577806.18	0	2855626.071	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	98401774.54	No	20	0.806441193	48144281.63	0	3083487.881	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	113162040.7	No	20	0.6	53888233.79	0	3450428.06	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	130136346.8	No	20	0.808029825	57936276.5	0	3709229.888	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	156163616.2	No	20	0.754616936	67132278.65	0	4296578.614	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	187396339.4	No	20	0.807632257	77034079.57	0	4928980.949	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	224875607.3	No	20	0.817821833	89254932.58	0	5709327.176	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	269850728.8	No	20	0.844406359	103606828.1	0	6625628.559	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	323820874.5	No	20	0.856345644	120850798.9	0	7726423.507	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	388585049.4	No	20	0.861387382	141271982.9	0	9029899.385	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	466302059.3	No	20	0.919047885	165295780.4	0	10563189.18	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	559562471.2	No	20	0.915643313	195448852	0	12487438	0	0	0	1	0
GH2 1000bar Pipeline Compressor	2005	671474965.4	No	20	1	230959006.3	0	14753400.26	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	18250	No	20	0.6	630977.5915	0	68533.09268	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	20075	No	20	0.6	630977.6528	0	68748.10445	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	22082.5	No	20	0.6	630977.7201	0	68984.6174	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	24290.75	No	20	0.6	630977.7942	0	69244.78164	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	26719.825	No	20	0.6	630977.8756	0	69530.9623	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	29391.8075	No	20	0.6	630977.9652	0	69845.76104	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	32330.98825	No	20	0.6	630978.0638	0	70192.03964	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	35564.08708	No	20	0.6	630978.1723	0	70572.94611	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	39120.49578	No	20	0.6	630978.2915	0	70991.94322	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	43032.54536	No	20	0.6	630978.4227	0	71452.84004	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	47335.7999	No	20	0.6	630978.5671	0	71959.82655	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	52069.37989	No	20	0.6	630978.7258	0	72517.5117	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	57276.31788	No	20	0.6	630978.9005	0	73130.96537	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	63003.94966	No	20	0.6	630979.0925	0	73805.76441	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	69304.34463	No	20	0.6	630979.3038	0	74548.04335	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	76234.77909	No	20	0.6	630979.5363	0	75364.55019	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	83858.257	No	20	1	630979.7919	0	76262.70771	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	92244.0827	No	20	0.6	941972.4868	0	95404.79935	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	101468.491	No	20	0.6	941972.7961	0	96491.56995	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	111615.3401	No	20	0.6	941973.1364	0	97687.01761	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	122776.8741	No	20	0.6	941973.5107	0	99002.01003	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	135054.5615	No	20	0.6	941973.9224	0	100448.5017	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	148560.0176	No	20	0.6	941974.3753	0	102039.6425	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	163416.0194	No	20	1	941974.8734	0	103789.8974	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	179757.6213	No	20	0.6	1250912.403	0	123764.4274	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	197733.3835	No	20	0.6	1250913.005	0	125882.2358	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	217506.7218	No	20	0.6	1250913.668	0	128211.8251	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	239257.394	No	20	1	1250914.398	0	130774.3734	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	263183.1334	No	20	0.6	1558599.729	0	151578.5254	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	289501.4467	No	20	0.6	1558600.611	0	154679.2088	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	318451.5914	No	20	1	1558601.582	0	158089.9605	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	350296.7505	No	20	0.6	1865394.905	0	179781.6123	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	367811.5881	No	20	0.6	1865395.492	0	181845.117	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	386202.1675	No	20	0.6	1865396.109	0	184011.797	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	405512.2759	No	20	1	1865396.756	0	186286.811	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	425787.8896	No	20	1	2023672.352	0	203845.4474	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	447077.2841	No	20	0.6	2171502.142	0	209088.4882	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	469431.1483	No	20	0.6	2171502.891	0	211722.1013	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	492902.7058	No	20	1	2171503.677	0	214487.3951	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	517547.841	No	20	1	2329221.96	0	253717.2847	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	543425.2331	No	20	0.6	2477051.902	0	259500.8589	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	570596.4947	No	20	1	2477052.813	0	262702.0321	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	599126.3195	No	20	1	2634304.468	0	272292.9202	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	629082.6355	No	20	0.6	2782134.547	0	278557.0515	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	660536.7672	No	20	1	2782135.601	0	282262.8096	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	693563.6056	No	20	0.6	2938987.065	0	382581.6687	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	728241.7859	No	20	1	3086817.302	0	389402.1049	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	764653.8752	No	20	0.913538976	3243319.164	0	399883.3712	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	802886.5689	No	20	0.6	3391149.52	0	407122.5812	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	843030.8974	No	20	1	3391150.864	0	411852.1719	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	885182.4422	No	20	0.6	3695172.076	0	576092.96	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	929441.5643	No	20	0.6	3851086.428	0	587468.7335	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	975913.6426	No	20	1	3998917.059	0	595678.6639	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1024709.325	No	20	0.6	4154580.06	0	818086.1044	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1075944.791	No	20	0.6	4302410.85	0	826857.2317	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1129742.03	No	20	1	4457844.536	0	839332.1954	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1186229.132	No	20	0.6	4760896.565	0	1125503.893	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1245540.589	No	20	0.6	4908727.625	0	1135226.49	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1307817.618	No	20	1	5063755.949	0	1148679.802	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1373208.499	No	20	0.6	5366432.494	0	1496027.044	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1441868.924	No	20	0.6	5668940.31	0	1512949.404	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1513962.37	No	20	1	5816771.796	0	1524177.907	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1589660.489	No	20	0.6	6119121.691	0	1932868.531	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1669143.513	No	20	1	6421323.037	0	1951050.298	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1752600.689	No	20	0.6	6723384.306	0	2420786.035	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1840230.723	No	20	1	7025313.112	0	2439913.72	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	1932242.259	No	20	1	7327116.328	0	2970789.828	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	2028854.372	No	20	0.6	7782537.912	0	3568397.998	0	0	0	1	0
GH2 1000bar Pipeline Station (700bar)	2005	2130297.091	No	20	1	8083999.454	0	3589129.156	0	0	0	1	0
GH2 Pipeline Compressor	2005	10000	No	20	0.6	18318.54256	0	2472.98064	0	0	0	1	0
GH2 Pipeline Compressor	2005	11000	No	20	0.6	18642.44309	0	2535.054052	0	0	0	1	0
GH2 Pipeline Compressor	2005	12100	No	20	0.6	18992.75681	0	2599.81071	0	0	0	1	0
GH2 Pipeline Compressor	2005	13310	No	20	0.6	19371.63763	0	2667.412066	0	0	0	1	0
GH2 Pipeline Compressor	2005	14641	No	20	0.6	19781.41513	0	2738.031358	0	0	0	1	0
GH2 Pipeline Compressor	2005	16105.1	No	20	0.6	20224.60884	0	2811.85453	0	0	0	1	0
GH2 Pipeline Compressor	2005	17715.61	No	20	0.6	20703.94377	0	2889.081242	0	0	0	1	0
GH2 Pipeline Compressor	2005	19487.171	No	20	0.6	21222.36712	0	2969.925948	0	0	0	1	0
GH2 Pipeline Compressor	2005	21435.8881	No	20	0.6	21783.06646	0	3054.61907	0	0	0	1	0
GH2 Pipeline Compressor	2005	23579.47691	No	20	0.6	22389.48927	0	3143.408262	0	0	0	1	0
GH2 Pipeline Compressor	2005	25937.4246	No	20	0.6	23045.36416	0	3236.559778	0	0	0	1	0
GH2 Pipeline Compressor	2005	28531.16706	No	20	0.6	23754.72383	0	3334.359948	0	0	0	1	0
GH2 Pipeline Compressor	2005	31384.28377	No	20	0.6	24521.92981	0	3437.116781	0	0	0	1	0
GH2 Pipeline Compressor	2005	34522.71214	No	20	0.6	25351.69929	0	3545.161687	0	0	0	1	0
GH2 Pipeline Compressor	2005	37974.98336	No	20	0.6	26249.13417	0	3658.851348	0	0	0	1	0
GH2 Pipeline Compressor	2005	41772.48169	No	20	0.6	27219.75236	0	3778.569733	0	0	0	1	0
GH2 Pipeline Compressor	2005	45949.72986	No	20	0.6	28269.52176	0	3904.730283	0	0	0	1	0
GH2 Pipeline Compressor	2005	50544.70285	No	20	0.6	29404.89693	0	4037.778268	0	0	0	1	0
GH2 Pipeline Compressor	2005	55599.17313	No	20	0.6	30632.85879	0	4178.193339	0	0	0	1	0
GH2 Pipeline Compressor	2005	61159.09045	No	20	0.6	31960.95752	0	4326.492281	0	0	0	1	0
GH2 Pipeline Compressor	2005	67274.99949	No	20	0.6	33397.359	0	4483.232	0	0	0	1	0
GH2 Pipeline Compressor	2005	74002.49944	No	20	0.6	34950.89502	0	4649.012739	0	0	0	1	0
GH2 Pipeline Compressor	2005	81402.74939	No	20	0.6	36631.11758	0	4824.481568	0	0	0	1	0
GH2 Pipeline Compressor	2005	89543.02433	No	20	0.6	38448.35761	0	5010.336147	0	0	0	1	0
GH2 Pipeline Compressor	2005	98497.32676	No	20	0.6	40413.78851	0	5207.3288	0	0	0	1	0
GH2 Pipeline Compressor	2005	108347.0594	No	20	0.6	42539.49482	0	5416.270922	0	0	0	1	0
GH2 Pipeline Compressor	2005	119181.7654	No	20	0.6	44838.54656	0	5638.037738	0	0	0	1	0
GH2 Pipeline Compressor	2005	131099.9419	No	20	0.6	47325.07957	0	5873.57345	0	0	0	1	0
GH2 Pipeline Compressor	2005	144209.9361	No	20	0.6	50014.38243	0	6123.896811	0	0	0	1	0
GH2 Pipeline Compressor	2005	158630.9297	No	20	0.605826534	52922.99044	0	6390.107138	0	0	0	1	0
GH2 Pipeline Compressor	2005	174494.0227	No	20	0.618102431	56068.78734	0	6673.390825	0	0	0	1	0
GH2 Pipeline Compressor	2005	191943.425	No	20	0.629903971	59471.11521	0	6975.028382	0	0	0	1	0
GH2 Pipeline Compressor	2005	211137.7675	No	20	0.641223994	63150.89345	0	7296.402045	0	0	0	1	0
GH2 Pipeline Compressor	2005	232251.5442	No	20	0.652058743	67130.74736	0	7639.004007	0	0	0	1	0
GH2 Pipeline Compressor	2005	255476.6986	No	20	0.662407626	71435.14727	0	8004.44532	0	0	0	1	0
GH2 Pipeline Compressor	2005	281024.3685	No	20	0.672272949	76090.55901	0	8394.465517	0	0	0	1	0
GH2 Pipeline Compressor	2005	309126.8053	No	20	0.681659636	81125.60662	0	8810.943017	0	0	0	1	0
GH2 Pipeline Compressor	2005	340039.4859	No	20	0.69057494	86571.24833	0	9255.906388	0	0	0	1	0
GH2 Pipeline Compressor	2005	374043.4344	No	20	0.69902815	92460.96697	0	9731.546508	0	0	0	1	0
GH2 Pipeline Compressor	2005	411447.7779	No	20	0.70703031	98830.97576	0	10240.22973	0	0	0	1	0
GH2 Pipeline Compressor	2005	452592.5557	No	20	0.714593935	105720.441	0	10784.51213	0	0	0	1	0
GH2 Pipeline Compressor	2005	497851.8112	No	20	0.721732753	113171.723	0	11367.15485	0	0	0	1	0
GH2 Pipeline Compressor	2005	547636.9924	No	20	0.728461457	121230.6363	0	11991.14082	0	0	0	1	0
GH2 Pipeline Compressor	2005	602400.6916	No	20	0.734795472	129946.7315	0	12659.69268	0	0	0	1	0
GH2 Pipeline Compressor	2005	662640.7608	No	20	0.740750751	139373.6	0	13376.2923	0	0	0	1	0
GH2 Pipeline Compressor	2005	728904.8369	No	20	0.746343583	149569.2034	0	14144.7018	0	0	0	1	0
GH2 Pipeline Compressor	2005	801795.3205	No	20	0.751590427	160596.2298	0	14968.98634	0	0	0	1	0
GH2 Pipeline Compressor	2005	881974.8526	No	20	0.756507761	172522.4796	0	15853.53872	0	0	0	1	0
GH2 Pipeline Compressor	2005	970172.3378	No	20	0.76212829	185421.2818	0	16803.10602	0	0	0	1	0
GH2 Pipeline Compressor	2005	1115698.189	No	20	0.767330931	206261.9505	0	18323.93133	0	0	0	1	0
GH2 Pipeline Compressor	2005	1227268.007	No	20	0.771231205	221912.1126	0	19456.65446	0	0	0	1	0
GH2 Pipeline Compressor	2005	1349994.808	No	20	0.774872863	238838.5019	0	20674.01728	0	0	0	1	0
GH2 Pipeline Compressor	2005	1484994.289	No	20	0.778270693	257145.1911	0	21982.7355	0	0	0	1	0
GH2 Pipeline Compressor	2005	1633493.718	No	20	0.781438965	276944.7398	0	23390.06798	0	0	0	1	0
