Material	Zone	Year	Price [$/unit]	Billable?	Quantity [unit]	Period
Natural Gas (Commercial) [MMBtu]	Zone_WEC_CALN	2050	12.88708679	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WEC_LADW	2050	12.88708679	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WEC_SDGE	2050	12.88708679	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_AZ	2050	12.14683384	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_CO	2050	10.99057275	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_ID	2050	11.01860855	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_IID	2050	12.88708679	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_MT	2050	12.87145144	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_NM	2050	10.01492691	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_NNV	2050	14.63091355	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_PNW	2050	13.91405971	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_SCE	2050	12.88708679	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_SF	2050	12.88708679	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_SNV	2050	14.63091355	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_UT	2050	9.83970316	TRUE	Infinity	3summer
Natural Gas (Commercial) [MMBtu]	Zone_WECC_WY	2050	9.83183157	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WEC_CALN	2050	4.72180894	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WEC_LADW	2050	4.72180894	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WEC_SDGE	2050	4.72180894	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_AZ	2050	4.45061882	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_CO	2050	4.02689546	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_ID	2050	4.03720176	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_IID	2050	4.72180894	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_MT	2050	4.71607326	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_NM	2050	3.6694909	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_NNV	2050	5.36070992	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_PNW	2050	4.72180894	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_SCE	2050	4.72180894	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_SF	2050	4.72180894	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_SNV	2050	5.36070992	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_UT	2050	3.60523336	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WECC_WY	2050	3.60236552	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WEC_CALN	2050	10.71075506	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WEC_LADW	2050	10.71075506	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WEC_SDGE	2050	10.71075506	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_AZ	2050	10.09551376	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_CO	2050	9.1345185	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_ID	2050	9.1578197	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_IID	2050	10.71075506	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_MT	2050	10.69776016	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_NM	2050	8.32363674	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_NNV	2050	12.1600897	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_PNW	2050	11.56429594	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_SCE	2050	10.71075506	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_SF	2050	10.71075506	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_SNV	2050	12.1600897	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_UT	2050	8.17800424	TRUE	Infinity	4fall
Natural Gas (Commercial) [MMBtu]	Zone_WECC_WY	2050	8.17146198	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2050	0.12526501	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2050	0.12526501	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2050	0.12526501	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2050	0.040667985	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_CO	2050	0.050386186	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_ID	2050	0.054153279	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_IID	2050	0.12526501	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_MT	2050	0.05026648	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_NM	2050	0.040070635	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2050	0.044420693	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2050	0.044074545	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_SCE	2050	0.12526501	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_SF	2050	0.12526501	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_SNV	2050	0.045271761	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_UT	2050	0.048940535	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WECC_WY	2050	0.050153708	TRUE	Infinity	2spring
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2050	0.134624627	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2050	0.134624627	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2050	0.134624627	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2050	0.043706636	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_CO	2050	0.054150968	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_ID	2050	0.058199532	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_IID	2050	0.134624627	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_MT	2050	0.054022317	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_NM	2050	0.043064654	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2050	0.047739742	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2050	0.04736773	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_SCE	2050	0.134624627	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_SF	2050	0.134624627	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_SNV	2050	0.0486544	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_UT	2050	0.052597299	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WECC_WY	2050	0.053901119	TRUE	Infinity	3summer
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2050	0.127252326	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2050	0.127252326	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2050	0.127252326	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2050	0.041313178	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_CO	2050	0.051185557	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_ID	2050	0.055012415	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_IID	2050	0.127252326	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_MT	2050	0.051063952	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_NM	2050	0.040706351	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2050	0.045125423	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2050	0.044773783	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_SCE	2050	0.127252326	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_SF	2050	0.127252326	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_SNV	2050	0.045989993	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_UT	2050	0.049716971	TRUE	Infinity	4fall
Electricity (Industrial) [kWh]	Zone_WECC_WY	2050	0.050949391	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WEC_CALN	2050	0.128997247	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WEC_LADW	2050	0.128997247	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WEC_SDGE	2050	0.128997247	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_AZ	2050	0.080353065	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_CO	2050	0.077677213	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_ID	2050	0.068790942	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_IID	2050	0.128997247	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_MT	2050	0.076363123	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_NM	2050	0.06770092	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_NNV	2050	0.055460523	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_PNW	2050	0.066528083	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_SCE	2050	0.128999261	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_SF	2050	0.128997247	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_SNV	2050	0.05822856	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_UT	2050	0.077687145	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WECC_WY	2050	0.077925184	TRUE	Infinity	2spring
Electricity (Commercial) [kWh]	Zone_WEC_CALN	2050	0.128997247	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WEC_LADW	2050	0.128997247	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WEC_SDGE	2050	0.128997247	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_AZ	2050	0.080353065	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_CO	2050	0.077677213	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_ID	2050	0.068790942	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_IID	2050	0.128997247	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_MT	2050	0.076363123	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_NM	2050	0.06770092	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_NNV	2050	0.055460523	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_PNW	2050	0.066528083	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_SCE	2050	0.128999261	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_SF	2050	0.128997247	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_SNV	2050	0.05822856	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_UT	2050	0.077687145	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WECC_WY	2050	0.077925184	TRUE	Infinity	3summer
Electricity (Commercial) [kWh]	Zone_WEC_CALN	2050	0.128997247	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WEC_LADW	2050	0.128997247	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WEC_SDGE	2050	0.128997247	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_AZ	2050	0.080353065	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_CO	2050	0.077677213	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_ID	2050	0.068790942	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_IID	2050	0.128997247	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_MT	2050	0.076363123	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_NM	2050	0.06770092	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_NNV	2050	0.055460523	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_PNW	2050	0.066528083	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_SCE	2050	0.128999261	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_SF	2050	0.128997247	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_SNV	2050	0.05822856	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_UT	2050	0.077687145	TRUE	Infinity	4fall
Electricity (Commercial) [kWh]	Zone_WECC_WY	2050	0.077925184	TRUE	Infinity	4fall
