Technology	Year	Nameplate Capacity [kg/yr]	Production?	Lifetime [yr]	Scaling Exponent	Capital Cost [$]	Capital Cost [$/km]	Fixed Operating Cost [fraction of CapCost/y]	Fixed Operating Cost [$/km/yr]	Variable Operating Cost [$/kg]	Variable Operating Cost [$/km/kg]	Maximum Utilization [kg/kg]	Storage Technology	Storage [kg]
GH2 1000bar Pipeline Compressor	2015	119181.7654	No	15	0.506156658	371601.8063	0	0.081294705	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	131099.9419	No	15	0.519982893	389968.0255	0	0.081541387	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	144209.9361	No	15	0.533538406	409781.632	0	0.081770554	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	158630.9297	No	15	0.546797442	431158.6217	0	0.081982324	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	174494.0227	No	15	0.559736995	454224.4308	0	0.082176919	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	191943.425	No	15	0.572336895	479114.7118	0	0.082354657	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	211137.7675	No	15	0.584579852	505976.1749	0	0.082515941	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	232251.5442	No	15	0.596451457	534967.498	0	0.082661252	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	255476.6986	No	15	0.607940131	566260.3129	0	0.08279114	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	281024.3685	No	15	0.619037047	600040.2717	0	0.082906213	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	309126.8053	No	15	0.629736008	636508.2024	0	0.083007126	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	340039.4859	No	15	0.640033311	675881.3595	0	0.083094573	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	374043.4344	No	15	0.649927577	718394.7771	0	0.083169275	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	411447.7779	No	15	0.659419571	764302.7354	0	0.083231975	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	452592.5557	No	15	0.668512008	813880.3451	0	0.083283424	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	497851.8112	No	15	0.677209359	867425.2654	0	0.08332438	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	547636.9924	No	15	0.685517641	925259.5609	0	0.083355594	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	602400.6916	No	15	0.693444224	987731.7117	0	0.083377809	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	662640.7608	No	15	0.700997635	1055218.789	0	0.083391751	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	728904.8369	No	15	0.708187368	1128128.81	0	0.083398128	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	801795.3205	No	15	0.715023708	1206903.278	0	0.083397623	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	881974.8526	No	15	0.721517564	1292019.945	0	0.083390892	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	970172.3378	No	15	0.729055904	1383995.785	0	0.083378562	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1115698.189	No	15	0.736143084	1532452.022	0	0.083351592	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1227268.007	No	15	0.741539649	1643833.494	0	0.083327928	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1349994.808	No	15	0.746646322	1764217.568	0	0.083300588	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1484994.289	No	15	0.751475048	1894339.603	0	0.083270053	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1633493.718	No	15	0.756037633	2034995.291	0	0.083236768	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1796843.09	No	15	0.760345671	2187045.591	0	0.08320115	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1976527.399	No	15	0.764410488	2351422.045	0	0.083163579	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	2174180.138	No	15	0.768243086	2529132.532	0	0.083124408	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	2391598.152	No	15	0.771854107	2721267.482	0	0.083083958	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	2630757.967	No	15	0.7752538	2929006.572	0	0.083042523	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	2893833.764	No	15	0.778451995	3153625.965	0	0.083000369	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	3183217.141	No	15	0.781458087	3396506.116	0	0.082957736	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	3501538.855	No	15	0.78428102	3659140.198	0	0.082914843	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	3851692.74	No	15	0.786929286	3943143.178	0	0.082871882	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	4236862.014	No	15	0.789410917	4250261.616	0	0.082829026	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	4660548.216	No	15	0.791733491	4582384.219	0	0.082786431	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	5126603.037	No	15	0.793904133	4941553.205	0	0.082744229	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	5639263.341	No	15	0.795929526	5329976.566	0	0.082702541	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	6203189.675	No	15	0.797815916	5750041.244	0	0.082661468	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	6823508.643	No	15	0.79956913	6204327.337	0	0.082621101	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	7505859.507	No	15	0.801194583	6695623.364	0	0.082581513	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	8256445.457	No	15	0.802697298	7226942.698	0	0.08254277	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	9082090.003	No	15	0.804081914	7801541.225	0	0.082504923	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	9990299.004	No	15	0.805352712	8422936.32	0	0.082468016	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	10989328.9	No	15	0.80651362	9094927.227	0	0.082432084	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	12088261.79	No	15	0.807568239	9821616.959	0	0.082397153	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	13297087.97	No	15	0.808519854	10607435.77	0	0.082363242	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	14626796.77	No	15	0.809371456	11457166.34	0	0.082330363	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	16089476.45	No	15	0.810125753	12375970.81	0	0.082298524	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	17698424.09	No	15	0.81078519	13369419.68	0	0.082267726	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	19468266.5	No	15	0.811351967	14443522.84	0	0.082237967	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	21415093.15	No	15	0.811828052	15604762.71	0	0.08220924	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	23556602.47	No	15	0.812215199	16860129.74	0	0.082181537	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	25912262.71	No	15	0.812514964	18217160.31	0	0.082154842	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	28503488.99	No	15	0.812728718	19683977.33	0	0.082129142	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	31353837.88	No	15	0.812857668	21269333.46	0	0.082104418	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	34489221.67	No	15	0.812902864	22982657.32	0	0.082080651	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	37938143.84	No	15	0.81286522	24834102.77	0	0.08205782	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	41731958.22	No	15	0.812745525	26834601.37	0	0.082035902	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	45905154.05	No	15	0.81254446	28995918.33	0	0.082014874	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	50495669.45	No	15	0.812262607	31330712.02	0	0.081994712	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	55545236.4	No	15	0.811900469	33852597.31	0	0.08197539	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	61099760.04	No	15	0.811458477	36576212.82	0	0.081956884	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	67209736.04	No	15	0.810937008	39517292.45	0	0.081939168	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	73930709.64	No	15	0.810336394	42692741.25	0	0.081922216	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	81323780.61	No	15	0.809656938	46120715.96	0	0.081906003	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	89456158.67	No	15	0.808898923	49820710.32	0	0.081890503	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	98401774.54	No	15	0.807852646	53813645.52	0	0.08187569	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	113162040.7	No	15	0.806458784	60245876.13	0	0.08185516	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	130136346.8	No	15	0.804641385	67433799.61	0	0.081835977	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	156163616.2	No	15	0.80232473	78089049.86	0	0.081812851	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	187396339.4	No	15	0.799730258	90389755.24	0	0.081791726	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	224875607.3	No	15	0.796862254	104578606.1	0	0.081772447	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	269850728.8	No	15	0.793726213	120931487.5	0	0.081754868	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	323820874.5	No	15	0.790329042	139761523.3	0	0.081738851	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	388585049.4	No	15	0.786679238	161423538.8	0	0.081724265	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	466302059.3	No	15	0.782787031	186318983.5	0	0.08171099	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	559562471.2	No	15	0.778664482	214901357.4	0	0.081698913	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	671474965.4	No	15	1	247682192	0	0.08168793	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	54750	No	20	0.40739786	619479.4741	0	0.102007996	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	182500	No	20	0.474665947	1011688.009	0	0.09875394	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	365000	No	20	1.070039325	1405838.04	0	0.098057248	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	547500	No	20	0.987876686	2169501.039	0	0.097370465	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	730000	No	20	0.772803964	2882596.982	0	0.096276996	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	1095000	No	20	1	3943373.837	0	0.098670918	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	1460000	No	20	0.003520723	1702748.501	0	0.089605548	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	2044000	No	20	0.004695034	1704766.815	0	0.090556546	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	2774000	No	20	0.003857992	1707212.824	0	0.09182394	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	3832500	No	20	0.778738873	1709343.059	0	0.093109909	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	5288850	No	20	0.0035686	2196638.114	0	0.094174339	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	8030000	No	20	1	2199913.961	0	0.094774216	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	54750	No	20	0.381827413	540878.083	0	0.106916351	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	182500	No	20	0.455804623	856542.3134	0	0.103011545	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	365000	No	20	1.035460388	1174788.498	0	0.101703725	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	547500	No	20	1.060965562	1787702.343	0	0.100546659	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	730000	No	20	0.730813987	2425777.18	0	0.09870496	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	1095000	No	20	1	3262427.44	0	0.101743396	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	1460000	No	20	0.003995732	1500207.133	0	0.089905926	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	2044000	No	20	0.00532754	1502225.448	0	0.09072726	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	2774000	No	20	0.004376943	1504671.457	0	0.092077639	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	3832500	No	20	0.714742875	1506801.692	0	0.093585733	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	5288850	No	20	0.004132107	1896853.016	0	0.094783622	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	8030000	No	20	1	1900128.862	0	0.095534913	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	54750	No	20	0.346278505	462276.692	0	0.111824707	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	182500	No	20	0.428157384	701396.6175	0	0.10726915	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	365000	No	20	0.983033887	943738.9562	0	0.105350202	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	547500	No	20	1.170819888	1405903.646	0	0.103722854	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	730000	No	20	0.668020808	1968957.377	0	0.101132924	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	1095000	No	20	1	2581481.043	0	0.104815874	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	1460000	No	20	0.004618907	1297665.766	0	0.090206304	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	2044000	No	20	0.006156998	1299684.081	0	0.090897975	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	2774000	No	20	0.005057204	1302130.09	0	0.092331338	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	3832500	No	20	0.628822396	1304260.324	0	0.094061557	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	5288850	No	20	0.004906949	1597067.917	0	0.095392905	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	8030000	No	20	1	1600343.764	0	0.096295611	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	54750	No	20	0.33316605	439076.5457	0	0.11439252	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	182500	No	20	0.4176061	655761.1519	0	0.109630484	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	365000	No	20	0.962570067	875906.2946	0	0.107456402	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	547500	No	20	1.214503791	1294070.158	0	0.105620655	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	730000	No	20	0.643644316	1835254.897	0	0.102570207	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	1095000	No	20	1	2382519.861	0	0.106667404	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	1460000	No	20	0.004838658	1238685.499	0	0.090500761	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	2044000	No	20	0.006449399	1240703.813	0	0.091113269	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	2774000	No	20	0.005296933	1243149.822	0	0.092577707	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	3832500	No	20	0.598639614	1245280.057	0	0.094420396	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	5288850	No	20	0.005189257	1510094.741	0	0.095813849	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	8030000	No	20	1	1513370.588	0	0.096804318	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Compressor	2015	10000	No	15	0.036247552	141968.8111	0	0.06855611	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	11000	No	15	0.038895859	142460.1276	0	0.068945227	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	12100	No	15	0.041723315	142989.2318	0	0.069343173	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	13310	No	15	0.044740676	143558.983	0	0.069749972	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	14641	No	15	0.047959148	144172.4603	0	0.07016562	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	16105.1	No	15	0.051390368	144832.9803	0	0.070590086	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	17715.61	No	15	0.055046383	145544.1161	0	0.071023308	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	19487.171	No	15	0.058939624	146309.7171	0	0.071465189	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	21435.8881	No	15	0.063082863	147133.9315	0	0.071915594	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	23579.47691	No	15	0.067489172	148021.2301	0	0.072374344	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	25937.4246	No	15	0.072171862	148976.4314	0	0.072841218	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	28531.16706	No	15	0.077144415	150004.7302	0	0.073315941	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	31384.28377	No	15	0.082420405	151111.7268	0	0.073798186	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	34522.71214	No	15	0.088013403	152303.4603	0	0.074287568	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	37974.98336	No	15	0.09393687	153586.4427	0	0.07478364	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	41772.48169	No	15	0.100204036	154967.6977	0	0.075285889	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	45949.72986	No	15	0.106827761	156454.8011	0	0.075793734	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	50544.70285	No	15	0.11382039	158055.9257	0	0.076306519	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	55599.17313	No	15	0.121193582	159779.8887	0	0.076823517	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	61159.09045	No	15	0.128958137	161636.2038	0	0.077343921	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	67274.99949	No	15	0.137123802	163635.1375	0	0.077866845	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	74002.49944	No	15	0.145699072	165787.7693	0	0.078391325	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	81402.74939	No	15	0.15469098	168106.0578	0	0.078916319	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	89543.02433	No	15	0.164104882	170602.9117	0	0.079440707	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	98497.32676	No	15	0.173944242	173292.266	0	0.079963294	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	108347.0594	No	15	0.184210418	176189.166	0	0.080482817	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	119181.7654	No	15	0.194902454	179309.8568	0	0.080997946	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	131099.9419	No	15	0.206016887	182671.8805	0	0.081507296	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	144209.9361	No	15	0.217547572	186294.1819	0	0.082009434	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	158630.9297	No	15	0.229485526	190197.2222	0	0.082502888	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	174494.0227	No	15	0.241818812	194403.1027	0	0.082986162	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	191943.425	No	15	0.254532447	198935.698	0	0.083457747	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
