Material	Zone	Year	Price [$/unit]	Billable?	Quantity [unit]
Electricity (Industrial) [kWh]	NPCC	2049	0.14400747	True	Infinity
Electricity (Industrial) [kWh]	NPCC	2050	0.14644791	True	Infinity
Electricity (Industrial) [kWh]	MRO	2015	0.06936893	True	Infinity
Electricity (Industrial) [kWh]	MRO	2016	0.06752517	True	Infinity
Electricity (Industrial) [kWh]	MRO	2017	0.06870747	True	Infinity
Electricity (Industrial) [kWh]	MRO	2018	0.06430407	True	Infinity
Electricity (Industrial) [kWh]	MRO	2019	0.0636821	True	Infinity
Electricity (Industrial) [kWh]	MRO	2020	0.0643873	True	Infinity
Electricity (Industrial) [kWh]	MRO	2021	0.06516656	True	Infinity
Electricity (Industrial) [kWh]	MRO	2022	0.06875082	True	Infinity
Electricity (Industrial) [kWh]	MRO	2023	0.06894146	True	Infinity
Electricity (Industrial) [kWh]	MRO	2024	0.06784722	True	Infinity
Electricity (Industrial) [kWh]	MRO	2025	0.06830656	True	Infinity
Electricity (Industrial) [kWh]	MRO	2026	0.06826297	True	Infinity
Electricity (Industrial) [kWh]	MRO	2027	0.06833936	True	Infinity
Electricity (Industrial) [kWh]	MRO	2028	0.06844023	True	Infinity
Electricity (Industrial) [kWh]	MRO	2029	0.06831753	True	Infinity
Electricity (Industrial) [kWh]	MRO	2030	0.068211	True	Infinity
Electricity (Industrial) [kWh]	MRO	2031	0.06857778	True	Infinity
Electricity (Industrial) [kWh]	MRO	2032	0.06896495	True	Infinity
Electricity (Industrial) [kWh]	MRO	2033	0.06933638	True	Infinity
Electricity (Industrial) [kWh]	MRO	2034	0.06940446	True	Infinity
Electricity (Industrial) [kWh]	MRO	2035	0.0697209	True	Infinity
Electricity (Industrial) [kWh]	MRO	2036	0.06990143	True	Infinity
Electricity (Industrial) [kWh]	MRO	2037	0.06989528	True	Infinity
Electricity (Industrial) [kWh]	MRO	2038	0.06998911	True	Infinity
Electricity (Industrial) [kWh]	MRO	2039	0.07000964	True	Infinity
Electricity (Industrial) [kWh]	MRO	2040	0.06988598	True	Infinity
Electricity (Industrial) [kWh]	MRO	2041	0.06973453	True	Infinity
Electricity (Industrial) [kWh]	MRO	2042	0.0697262	True	Infinity
Electricity (Industrial) [kWh]	MRO	2043	0.0697583	True	Infinity
Electricity (Industrial) [kWh]	MRO	2044	0.06986482	True	Infinity
Electricity (Industrial) [kWh]	MRO	2045	0.07006547	True	Infinity
Electricity (Industrial) [kWh]	MRO	2046	0.0702533	True	Infinity
Electricity (Industrial) [kWh]	MRO	2047	0.07034652	True	Infinity
Electricity (Industrial) [kWh]	MRO	2048	0.07053303	True	Infinity
Electricity (Industrial) [kWh]	MRO	2049	0.07051823	True	Infinity
Electricity (Industrial) [kWh]	MRO	2050	0.07053373	True	Infinity
